Blu-Ray/DVD Combo_rp,Blu-Ray/DVD Combo_sp,Blu-Ray_rp,Blu-Ray_sp,DVD_rp,DVD_sp,Essential Art House DVD_rp,Essential Art House DVD_sp,Janus Films DVD_rp,Janus Films DVD_sp,aspect_ratio,color,description,dir_link,duration,lang,title,year
,,,,$39.95,Out Of Print,,,,,1.33:1,Black & White,"A new priest (Claude Laydu) arrives in the French country village of Ambricourt to attend to his first parish. The apathetic and hostile rural congregation rejects him immediately. Through his diary entries, the suffering young man relays a crisis of faith that threatens to drive him away from the village and from God. With his fourth film, Robert Bresson began to implement his stylistic philosophy as a filmmaker, stripping away all inessential elements from his compositions, the dialogue and the music, exacting a purity of image and sound.",/shop/browse?director=bresson-robert,115 minutes,French,Diary of a Country Priest,1955
,,,,$29.95,$23.96,,,,,1.66:1,Color,"In this magnificently inscrutable late-sixties masterpiece, Marco Ferreri, one of European cinema’s most idiosyncratic auteurs, takes us through the looking glass to one seemingly routine night in the life of an Italian gas mask designer, played, in a tour de force performance, by New Wave icon Michel Piccoli. In his claustrophobic mod home, he pampers his pill-popping wife, seduces his maid, and uncovers a gun that may have once been owned by John Dillinger—and then things get even stranger. A surreal political missive about social malaise, Dillinger Is Dead (Dillinger è morto) finds absurdity in the mundane. It is a singular experience, both illogical and grandly existential.",/shop/browse?director=ferreri-marco,95 minutes,Italian,Dillinger Is Dead,1955
,,,,$39.95,Out Of Print,,,,,1.66:1,Color,"In Luis Buñuel’s deliciously satiric masterpiece, an upper-class sextet sits down to dinner but never eats, their attempts continually thwarted by a vaudevillian mixture of events both actual and imagined. Fernando Rey, Stéphane Audran, Delphine Seyrig, and Jean-Pierre Cassel head the extraordinary cast of this 1972 Oscar winner for Best Foreign Film. Criterion is proud to present The Discreet Charm of the Bourgeoisie in an exclusive double-disc special edition.",/shop/browse?director=bunuel-luis,102 minutes,French,The Discreet Charm of the Bourgeoisie,1955
,,,,,,,,,,1.19:1,Black & White,"In Josef von Sternberg’s atmospheric spin on the espionage thriller, Marlene Dietrich further develops her shrewd star persona in the role of a widow turned streetwalker who is recruited to spy for Austria during World War I. Adopting the codename X-27, Dietrich’s wily heroine devotes her gifts for seduction and duplicity—as well as her musical talents—to the patriotic cause, until she finds a worthy adversary in a roguish Russian colonel (Victor McLaglen), who draws her into a fatal game of cat and mouse and tests the strength of her loyalties. Reimagining his native Vienna with customary extravagance, von Sternberg stages this story of spycraft as a captivating masquerade in which no one is who they seem and death is only a wrong note away.",/shop/browse?director=von-sternberg-josef,91 minutes,English,Dishonored,1955
,,,,$39.95,$31.96,,,,,1.85:1,Black & White,"Baron Ferdinando Cefalù (Marcello Mastroianni) longs to marry his nubile young cousin Angela (Stefania Sandrelli), but one obstacle stands in his way: his fatuous and fawning wife, Rosalia (Daniela Rocca). His solution? Since divorce is illegal, he hatches a plan to lure his spouse into the arms of another and then murder her in a justifiable effort to save his honor. The Criterion Collection is proud to present director Pietro Germi’s hilarious and cutting satire of Sicilian male-chauvinist culture, winner of the 1962 Academy Award for Best Original Screenplay.",/shop/browse?director=germi-pietro,104 minutes,Italian,Divorce Italian Style,1955
,,,,,,,,,,1.33:1,Black & White,"Roughneck stoker Bill Roberts (George Bancroft) gets into all sorts of trouble during a brief shore leave when he falls hard for Mae (Betty Compson), a wise and weary dance-hall girl, in Josef von Sternberg’s evocative portrait of lower-class waterfront folk. Fog-enshrouded cinematography by Harold Rosson (The Wizard of Oz), expressionist set design by Hans Dreier (Sunset Boulevard), and sensual performances by Bancroft and Compson make this one of the legendary director’s finest works, and one of the most exquisitely crafted films of its era.",/shop/browse?director=von-sternberg-josef,75 minutes,English,The Docks of New York,1955
,,,,,,,,,,1.66:1,Color,"This small-scale fiction about a divorced mother and her child (played by Agnès Varda’s own son) leading a quiet existence on L.A.’s margins was made directly after Mur Murs, and though Documenteur is different in form and tone from that film, the two are complexly interwoven, with overlapping images and ideas. This meditative portrait of urban isolation overflows with subtle visual poetry.",/shop/browse?director=varda-agnes,65 minutes,"French,                                          English",Documenteur,1955
,,,,$29.95,$23.96,,,,,1.33:1,Color,"By turns tragic and transcendent, Akira Kurosawa’s film follows the daily lives of a group of people barely scraping by in a slum on the outskirts of Tokyo. Yet as desperate as their circumstances are, each of them—the homeless father and son envisioning their dream house; the young woman abused by her uncle; the boy who imagines himself a trolley conductor—finds reasons to carry on. The unforgettable Dodes’ka-den was made at a tumultuous moment in Kurosawa's life. And all of his hopes, fears, and artistic passion are on fervent display in this, his gloriously shot first color film.",/shop/browse?director=kurosawa-akira,144 minutes,Japanese,Dodes’ka-den,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,2.35:1,Black & White,"The biggest hit from the most popular Italian filmmaker of all time, La dolce vita rocketed Federico Fellini to international mainstream success—ironically, by offering a damning critique of the culture of stardom. A look at the darkness beneath the seductive lifestyles of Rome’s rich and glamorous, the film follows a notorious celebrity journalist (a sublimely cool Marcello Mastroianni) during a hectic week spent on the peripheries of the spotlight. This mordant picture was an incisive commentary on the deepening decadence of contemporary Europe, and it provided a prescient glimpse of just how gossip- and fame-obsessed our society would become.",/shop/browse?director=fellini-federico,174 minutes,Italian,La dolce vita,1955
,,,,,,,,,,1.37:1,Black & White,"In this sparkling Swedish take on screwball comedy, Ingrid Bergman excels as the frustrated spouse of a busy industrialist with conservative views about how his wife should behave in public. Husband and wife retire with two other couples to a ski lodge, where director Gustaf Molander weaves dark themes into the sextet’s quarrels and flirtations. The arrival of an American investor stirs the waters and forces revelations, as Bergman’s character, who initially appears to be catty and faithless, is revealed as sweet, sympathetic, and heartbroken.",/shop/browse?director=molander-gustaf,77 minutes,Swedish,Dollar,1955
,,,,,,,,,,1.66:1,Color,"In this lovingly crafted, wildly eccentric adaptation of a classic French fairy tale, Jacques Demy casts Catherine Deneuve as a princess who must go into hiding as a scullery maid in order to fend off an unwanted marriage proposal—from her own father, the king (Jean Marais). A topsy-turvy riches-to-rags fable with songs by Michel Legrand, Donkey Skin creates a tactile fantasy world that’s perched on the border between the earnest and the satiric, and features Delphine Seyrig in a delicious supporting role as a fashionable fairy godmother.",/shop/browse?director=demy-jacques,90 minutes,French,Donkey Skin,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.37:1,Black & White,"Bob Dylan is captured on-screen as he never would be again in this groundbreaking film from D. A. Pennebaker. The legendary documentarian finds Dylan in England during his 1965 tour, which would be his last as an acoustic artist. In this wildly entertaining vision of one of the twentieth century’s greatest artists, Dylan is surrounded by teen fans, gets into heated philosophical jousts with journalists, and kicks back with fellow musicians Joan Baez, Donovan, and Alan Price. Featuring some of Dylan’s most famous songs, including “Subterranean Homesick Blues,” “The Times They Are A-Changin’,” and “It’s All Over Now, Baby Blue,” Dont Look Back is a radically conceived portrait of an American icon that has influenced decades of vérité behind-the-scenes documentaries.",/shop/browse?director=pennebaker-d-a,96 minutes,English,Dont Look Back,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.85:1,Color,"Donald Sutherland and Julie Christie mesmerize as a married couple on an extended trip to Venice following a family tragedy. While in that elegantly decaying city, they have a series of inexplicable, terrifying, and increasingly dangerous experiences. A masterpiece from Nicolas Roeg, Don’t Look Now, adapted from a story by Daphne du Maurier, is a brilliantly disturbing tale of the supernatural, as renowned for its innovative editing and haunting cinematography as its naturalistic eroticism and unforgettable climax and denouement, one of the great endings in horror history.",/shop/browse?director=roeg-nicolas,110 minutes,English,Don’t Look Now,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.85:1,Color,"Set on one block of Brooklyn’s Bed-Stuy Do or Die neighborhood, at the height of summer, this 1989 masterpiece by Spike Lee confirmed him as a writer and filmmaker of peerless vision and passionate social engagement. Over the course of a single day, the easygoing interactions of a cast of unforgettable characters—Da Mayor, Mother Sister, Mister Señor Love Daddy, Tina, Sweet Dick Willie, Buggin Out, Radio Raheem, Sal, Pino, Vito, and Lee’s Mookie among them—give way to heated confrontations as tensions rise along racial fault lines, ultimately exploding into violence. Punctuated by the anthemic refrain of Public Enemy’s “Fight the Power,” Do the Right Thing is a landmark in American cinema, as politically and emotionally charged and as relevant now as when it first hit the big screen.",/shop/browse?director=lee-spike,120 minutes,English,Do the Right Thing,1955
